樣區編號,HJSU41,HJHsiu3,ELEV,BBSRegion,樣區類型,樣區編號,縣市,鄉鎮,地點 (樣區名稱),樣區所屬海拔段,調查月份,X67,Y67,X97,Y97,X_經度,Y_緯度,X_wgs84,Y_wgs84,調查NOTE,old樣區編號
418,22,East,1,2,預選,A22-04,臺東縣,鹿野鄉,桃源鄉公所,<1000m,"3月, 5月",257957,2534243,258786,2534038,"121°05'08.33""","22°54'26.84""",121.085648,22.907455,,
927,22,East,1,2,自設,A22-12,臺東縣,東河鄉,台東興隆,<1000m,"3月, 5月",274735,2535029,275564,2534823,"121°14'57.17""","22°54'51.75""",121.2492151,22.9143742,,
748,34,West,1,3,自設,A34-50,臺南市,歸仁區,沙崙線下菱角田,<1000m,"3月, 5月",176555,2535055,176555,2535055,"120°17'02.44""","22°54'54.18""",120.28401,22.91505,update20180310:originalxy_;,
438,22,East,2,4,預選,B22-02,臺東縣,延平鄉,紅葉山,1000-2500m,"4月, 6月",251957,2536243,252786,2536038,"121°01'37.78""","22°55'31.94""",121.027162,22.925538,,
340,34,West,1,3,預選,A34-23,臺南市,仁德鄉,上崙 (快速道路聯絡道),<1000m,"3月, 5月",173105,2537281,173934,2537076,"120°15'30.10""","22°55'59.45""",120.258361,22.933181,,
374,37,West,1,3,預選_建議必作,A37-05,高雄市,美濃鎮,高雄縣黃蝶翠谷,<1000m,"3月, 5月",207935,2537330,208764,2537125,"120°35'52.59""","22°56'05.45""",120.597941,22.934847,,TW31-01
661,34,West,1,3,自設,A34-43,臺南市,仁德鄉,洋下仔,<1000m,"3月, 5月",171345,2538805,172174,2538600,"120°14'28.05""","22°56'48.70""",120.241126,22.946862,,
417,22,East,1,2,預選,A22-03,臺東縣,延平鄉,輕霧山莊,<1000m,"3月, 5月",260957,2539243,261786,2539038,"121°06'53.75""","22°57'09.33""",121.114931,22.952591,,
378,37,West,1,3,預選,A37-09,高雄市,美濃鎮,莿桐坑,<1000m,"3月, 5月",201484,2540267,202313,2540062,"120°32'05.83""","22°57'40.31""",120.534953,22.961198,,
414,21,East,1,2,預選,A21-07,臺東縣,東河鄉,泰源國小尚德分校 (廢),<1000m,"3月, 5月",273957,2540243,274786,2540038,"121°14'30.18""","22°57'41.32""",121.241716,22.961479,,
385,38,West,2,4,預選_建議必作,B38-01,高雄市,茂林鄉,扇平,1000-2500m,"4月, 6月",217568,2540447,218397,2540242,"120°41'30.48""","22°57'47.54""",120.6918,22.963206,,TW32-01
912,21,East,1,2,自設,A21-09,臺東縣,東河鄉,成功事業區13林班,<1000m,"3月, 5月",278522,2540602,279351,2540397,"121°17'10.47""","22°57'52.73""",121.28624,22.96465,,
376,37,West,1,3,預選,A37-07,高雄市,內門鄉,雲海山莊,<1000m,"3月, 5月",191957,2541243,192786,2541038,"120°26'31.24""","22°58'10.96""",120.442012,22.969712,,
377,37,West,1,3,預選,A37-08,高雄市,杉林鄉,圓府宮,<1000m,"3月, 5月",204957,2541243,205786,2541038,"120°34'07.65""","22°58'12.39""",120.568793,22.970108,,
795,34,West,1,3,自設,A34-61,臺南市,東區,巴克禮公園,<1000m,"3月, 5月",169445,2541481,170274,2541276,"120°13'20.87""","22°58'15.37""",120.222464,22.970936,,
761,34,West,1,3,自設,A34-51,臺南市,安平區,漁光里,<1000m,"3月, 5月",162707,2542513,163536,2542308,"120°9'24.10""","22°58'47.70""",120.156694,22.979917,,
358,36,West,1,3,預選,A36-16,臺南市,龍崎鄉,深堀尾,<1000m,"3月, 5月",187666,2542461,188495,2542256,"120°24'00.42""","22°58'50.01""",120.400117,22.980558,,
381,38,West,1,3,預選,A38-02,高雄市,杉林鄉,南勢坑,<1000m,"3月, 5月",208957,2543243,209786,2543038,"120°36'27.90""","22°59'17.77""",120.607751,22.98827,,
382,38,West,1,3,預選,A38-03,高雄市,六龜鄉,六龜高中,<1000m,"3月, 5月",211957,2543243,212786,2543038,"120°38'13.25""","22°59'18.02""",120.637013,22.98834,,
360,34,West,1,3,自設,A34-72,臺南市,中西區,臺南一中,<1000m,"3月, 5月",168842,2544178,169671,2543972,"120°12'59.19""","22°59'42.91""",120.216441,22.995252,原本為A34-22台南護專，2013後偏移的樣點，在2023改為新建立樣區為A34-72臺南一中,
413,21,East,1,2,預選,A21-06,臺東縣,東河鄉,馬達吉達,<1000m,"3月, 5月",274957,2544243,275786,2544038,"121°15'05.53""","22°59'51.31""",121.251535,22.997586,,
507,34,West,1,3,自設,A34-40,臺南市,東區,成功大學校園,<1000m,"3月, 5月",169088,2544490,169917,2544285,"120°13'07.77""","22°59'53.12""",120.218824,22.99809,,
357,36,West,1,3,預選,A36-15,臺南市,新化鎮,臭腳崎山,<1000m,"3月, 5月",184900,2546276,185729,2546071,"120°22'22.73""","23°00'53.65""",120.372981,23.014904,,
330,34,West,1,3,預選_建議必作,A34-03,臺南市,歸仁鄉,台南縣上馬林,<1000m,"3月, 5月",177378,2546401,178207,2546196,"120°17'58.55""","23°00'56.61""",120.299596,23.015725,,ER34-06
412,21,East,1,2,預選,A21-05,臺東縣,關山鎮,月眉活動中心,<1000m,"3月, 5月",264957,2546243,265786,2546038,"121°09'14.43""","23°00'56.78""",121.154009,23.015773,,
371,37,West,1,3,預選_建議必作,A37-02,高雄市,杉林鄉,高雄縣杉林鄉，十張犁,<1000m,"3月, 5月",205220,2547140,206049,2546935,"120°34'16.28""","23°01'24.12""",120.57119,23.023367,,ER37-03
409,21,East,1,2,預選_建議必作,A21-02,臺東縣,東河鄉,台東縣興華,<1000m,"3月, 5月",279657,2548935,280486,2548730,"121°17'50.91""","23°02'23.56""",121.297475,23.039879,,ER21-05
411,21,East,1,2,預選,A21-04,臺東縣,關山鎮,關山鎮代會,<1000m,"3月, 5月",265957,2549243,266786,2549038,"121°09'49.67""","23°02'34.28""",121.163798,23.042855,,
392,38,West,2,4,預選,B38-08,高雄市,桃源鄉,寶山國小二集團分校,1000-2500m,"4月, 6月",220957,2550243,221786,2550038,"120°43'28.81""","23°03'06.23""",120.72467,23.051731,,
393,38,West,2,4,預選,B38-09,高雄市,桃源鄉,雲山瀑布,1000-2500m,"4月, 6月",224957,2550243,225786,2550038,"120°45'49.33""","23°03'06.46""",120.763704,23.051794,,
359,34,West,1,3,預選,A34-21,臺南市,安南區,青城橋,<1000m,"3月, 5月",155526,2550915,155526,2550915,"120°04'40.98""","23°03'25.92""",120.07805,23.0572,update20180310:originalxy_120.090279_23.067413;,
349,36,West,1,3,預選_建議必作,A36-04,臺南市,左鎮鄉,台南縣左鎮,<1000m,"3月, 5月",189226,2551512,190055,2551307,"120°24'53.92""","23°03'44.45""",120.414979,23.062348,,ER36-12
375,37,West,1,3,預選,A37-06,高雄市,甲仙鄉,公館橋,<1000m,"3月, 5月",205957,2552243,206786,2552038,"120°34'41.65""","23°04'10.09""",120.578237,23.069469,,
911,38,West,2,4,自設,B38-10,高雄市,桃源鄉,藤枝遊樂區,1000-2500m,"4月, 6月",224531,2552375,225360,2552169,"120°45'34.25""","23°04'15.72""",120.75951,23.07103,,
339,34,West,1,3,預選,A34-20,臺南市,新市鄉,舊園,<1000m,"3月, 5月",173902,2553023,174731,2552818,"120°15'55.30""","23°04'31.32""",120.265362,23.075368,,
391,38,West,2,4,預選,B38-07,高雄市,桃源鄉,藤枝駐在所,1000-2500m,"4月, 6月",225957,2553243,226786,2553038,"120°46'24.30""","23°04'44.04""",120.773418,23.0789,,
350,36,West,1,3,預選_建議必作,A36-05,臺南市,山上鄉,台南山上鄉豐德村,<1000m,"3月, 5月",182983,2553825,183812,2553620,"120°21'14.24""","23°04'58.79""",120.353955,23.082997,,NEW BT
837,36,West,1,3,自設,A36-20,臺南市,南化區,鈺鼎,<1000m,"3月, 5月",199084,2554205,199913,2554000,"120°30'39.94""","23°05'13.17""",120.51109,23.08699,,
348,36,West,1,3,預選_建議必作,A36-03,臺南市,玉井鄉,愛文山,<1000m,"3月, 5月",190941,2554309,191770,2554104,"120°25'53.80""","23°05'15.60""",120.43161,23.087666,,ER36-11
380,38,West,1,3,預選_建議必作,A38-01,高雄市,桃源鄉,高雄縣石洞溫泉,<1000m,"3月, 5月",220845,2554461,221674,2554256,"120°43'24.60""","23°05'23.35""",120.723499,23.08982,,ER38-02
763,36,West,1,3,自設,A36-18,臺南市,山上鄉,山上國中,<1000m,"3月, 5月",183723,2556094,184552,2555889,"120°21'39.89""","23°06'12.65""",120.361081,23.103514,,
408,21,East,1,2,預選_建議必作,A21-01,臺東縣,海端鄉,台東縣海端,<1000m,"3月, 5月",267133,2556444,267962,2556239,"121°10'31.29""","23°06'28.34""",121.175357,23.107872,,ER21-01
405,20,East,1,2,預選_建議必作,A20-02,臺東縣,成功鎮,台東縣橘子山,<1000m,"3月, 5月",285929,2556507,286758,2556302,"121°21'31.88""","23°06'29.27""",121.358856,23.10813,,ER21-03
338,34,West,1,3,預選,A34-19,臺南市,西港鄉,麻豆寮,<1000m,"3月, 5月",164957,2557243,165786,2557038,"120°10'40.20""","23°06'46.95""",120.177832,23.113043,,
828,21,East,1,2,自設,A21-08,臺東縣,關山鎮,關山大圳,<1000m,"3月, 5月",267293,2557320,268122,2557114,"121°10'36.94""","23°06'56.79""",121.17693,23.11578,,
337,34,West,1,3,預選,A34-18,臺南市,七股鄉,下看坪 (下破坪),<1000m,"3月, 5月",162394,2557701,163223,2557496,"120°09'10.03""","23°07'01.37""",120.152786,23.117046,,
356,36,West,1,3,預選,A36-14,臺南市,南化鄉,龜丹溫泉,<1000m,"3月, 5月",199952,2558725,200781,2558520,"120°31'09.92""","23°07'40.21""",120.519423,23.127836,,
390,38,West,2,4,預選,B38-06,高雄市,桃源鄉,小關山林道,1000-2500m,"4月, 6月",224957,2559243,225786,2559038,"120°45'48.82""","23°07'59.05""",120.763562,23.133069,,
389,38,West,2,4,預選,B38-05,高雄市,桃源鄉,寶來溪,1000-2500m,"4月, 6月",232957,2561243,233786,2561038,"120°50'29.97""","23°09'04.42""",120.841657,23.151228,,
847,21,East,2,4,自設,B21-04,臺東縣,海端鄉,錦屏林道,1000-2500m,"4月, 6月",265765,2561428,266594,2561223,"121°09'43.40""","23°09'10.42""",121.16206,23.15289,,
355,36,West,1,3,預選,A36-13,臺南市,南化鄉,扛破罐仔頂,<1000m,"3月, 5月",204957,2562243,205786,2562038,"120°34'05.48""","23°09'35.09""",120.568189,23.159746,,
354,36,West,1,3,預選,A36-12,臺南市,南化鄉,石牙,<1000m,"3月, 5月",207957,2563243,208786,2563038,"120°35'50.86""","23°10'07.87""",120.59746,23.168854,,
353,36,West,1,3,預選,A36-11,臺南市,南化鄉,合水仔,<1000m,"3月, 5月",208957,2564243,209786,2564038,"120°36'25.92""","23°10'40.47""",120.607201,23.177909,,
370,37,West,1,3,預選_建議必作,A37-01,高雄市,甲仙鄉,高雄縣南橫甲仙,<1000m,"3月, 5月",213547,2565034,214376,2564829,"120°39'07.26""","23°11'06.57""",120.652016,23.185157,,ER37-01
676,34,West,1,3,自設,A34-44,臺南市,麻豆區,總爺糖廠,<1000m,"3月, 5月",174329,2565357,175158,2565152,"120°16'08.13""","23°11'12.34""",120.268926,23.186761,,
407,20,East,1,2,預選,A20-09,臺東縣,成功鎮,重安部落,<1000m,"3月, 5月",288957,2565243,289786,2565038,"121°23'19.12""","23°11'13.02""",121.388644,23.18695,,
351,36,West,1,3,預選,A36-09,臺南市,官田鄉,官田國小,<1000m,"3月, 5月",183065,2565159,183065,2565159,"120°20'46.18""","23°11'13.78""",120.34616,23.18716,update20180310:originalxy_120.343395_23.19509;,
410,21,East,1,2,預選,A21-03,臺東縣,海端鄉,利稻橋,<1000m,"3月, 5月",250957,2565243,251786,2565038,"121°01'02.81""","23°11'14.74""",121.017446,23.187428,,
352,36,West,1,3,預選,A36-10,臺南市,楠西鄉,檨仔坑,<1000m,"3月, 5月",197957,2566243,198786,2566038,"120°29'58.89""","23°11'44.39""",120.499692,23.195665,,
335,34,West,1,3,預選,A34-16,臺南市,將軍鄉,口寮,<1000m,"3月, 5月",160957,2567243,161786,2567038,"120°08'17.55""","23°12'11.27""",120.138207,23.20313,,
331,34,West,1,3,預選_建議必作,A34-07,臺南市,官田鄉,台南縣葫蘆埤,<1000m,"3月, 5月",177407,2567205,178236,2567000,"120°17'56.05""","23°12'12.91""",120.298904,23.203585,,TW28-01
336,34,West,1,3,預選,A34-17,臺南市,下營鄉,二重港橋,<1000m,"3月, 5月",172957,2567243,173786,2567038,"120°15'19.55""","23°12'13.42""",120.255431,23.203728,,
436,21,East,2,4,預選,B21-03,臺東縣,海端鄉,南部橫貫公路 1606,1000-2500m,"4月, 6月",252957,2567243,253786,2567038,"121°02'13.16""","23°12'19.75""",121.036988,23.205486,,
435,21,East,2,4,預選,B21-02,臺東縣,海端鄉,南部橫貫公路 1687,1000-2500m,"4月, 6月",251957,2568243,252786,2568038,"121°01'37.99""","23°12'52.27""",121.02722,23.214519,,
334,34,West,1,3,預選,A34-15,臺南市,將軍鄉,頂山子腳,<1000m,"3月, 5月",158957,2569244,159786,2569038,"120°07'06.78""","23°13'15.89""",120.118551,23.221081,,
347,36,West,1,3,預選_建議必作,A36-02,臺南市,六甲鄉,台南縣烏山頭水庫，王爺宮,<1000m,"3月, 5月",187753,2569495,188582,2569290,"120°23'59.58""","23°13'28.86""",120.399882,23.224682,,ER36-05
333,34,West,1,3,預選,A34-14,臺南市,學甲鎮,頂山寮,<1000m,"3月, 5月",166957,2571244,167786,2571038,"120°11'47.77""","23°14'22.41""",120.196602,23.239558,,
406,20,East,1,2,預選,A20-08,臺東縣,長濱鄉,寧埔產業道路,<1000m,"3月, 5月",290957,2571244,291786,2571038,"121°24'30.05""","23°14'27.90""",121.408346,23.241082,,
196,20,East,1,2,預選,A20-07,花蓮縣,富里鄉,東寧,<1000m,"3月, 5月",279957,2571243,280786,2571038,"121°18'03.06""","23°14'28.77""",121.300851,23.241324,,
195,20,East,1,2,預選,A20-06,花蓮縣,卓溪鄉,卓楓國小,<1000m,"3月, 5月",276957,2571243,277786,2571038,"121°16'17.53""","23°14'28.96""",121.271535,23.241378,,
210,20,East,2,4,預選,B20-02,花蓮縣,卓溪鄉,苳苳園西山,1000-2500m,"4月, 6月",269957,2571243,270786,2571038,"121°12'11.26""","23°14'29.33""",121.203129,23.241481,,
434,21,East,2,4,預選_建議必作,B21-01,臺東縣,海端鄉,台東縣向陽,1000-2500m,"4月, 6月",247945,2571433,248774,2571228,"120°59'16.87""","23°14'35.98""",120.988019,23.243328,,WI18-04
845,37,West,2,4,自設,B37-05,高雄市,那瑪夏區,瑪雅,1000-2500m,"4月, 6月",219630,2571850,220459,2571645,"120°42'40.69""","23°14'48.58""",120.7113,23.24683,,
343,35,West,1,3,預選_建議必作,A35-06,臺南市,柳營鄉,台南縣柳營,<1000m,"3月, 5月",182925,2573328,183754,2573122,"120°21'09.15""","23°15'32.75""",120.352542,23.259097,,ER35-09
319,36,West,1,3,預選,A36-08,嘉義縣,大埔鄉,奉龍谷瀑布,<1000m,"3月, 5月",209957,2573244,210786,2573038,"120°37'00.25""","23°15'33.14""",120.616737,23.259206,,
388,38,West,2,4,預選_建議必作,B38-04,高雄市,桃源鄉,高雄縣南橫，檜谷,1000-2500m,"4月, 6月",241087,2573323,241916,2573117,"120°55'15.56""","23°15'37.32""",120.920989,23.260367,,YS17
512,35,West,1,3,自設,A35-15,臺南市,東山鄉,青山,<1000m,"3月, 5月",198270,2573467,199099,2573261,"120°30'09.03""","23°15'39.24""",120.502508,23.260899,,
318,36,West,1,3,預選,A36-07,嘉義縣,大埔鄉,大同二號橋,<1000m,"3月, 5月",206957,2574244,207786,2574038,"120°35'14.60""","23°16'05.38""",120.587388,23.268161,,
386,38,West,2,4,預選_建議必作,B38-02,高雄市,桃源鄉,高雄縣南橫，梅山警所附近,1000-2500m,"4月, 6月",233058,2575082,233887,2574876,"120°50'32.99""","23°16'34.29""",120.842497,23.276192,,YS15
346,35,West,1,3,預選,A35-14,臺南市,東山鄉,二重溪橋,<1000m,"3月, 5月",187957,2575244,188786,2575038,"120°24'05.91""","23°16'35.73""",120.401643,23.276593,,
404,19,East,1,2,預選,A19-12,臺東縣,長濱鄉,南竹湖,<1000m,"3月, 5月",292957,2575244,293786,2575038,"121°25'40.82""","23°16'37.74""",121.428005,23.277151,,
387,38,West,2,4,預選_建議必作,B38-03,高雄市,桃源鄉,高雄縣南橫，天池,1000-2500m,"4月, 6月",240668,2575197,241497,2574991,"120°55'00.78""","23°16'38.24""",120.916883,23.277288,,YS16
369,36,West,1,3,預選,A36-06,高雄市,那瑪夏鄉,麻竹湖吊橋,<1000m,"3月, 5月",212957,2575244,213786,2575038,"120°38'45.63""","23°16'38.41""",120.646009,23.277335,,
712,35,West,1,3,自設,A35-20,臺南市,柳營區,光福村,<1000m,"3月, 5月",179076,2575934,179905,2575728,"120°18'53.30""","23°16'56.90""",120.314806,23.282472,,
332,34,West,1,3,預選,A34-13,臺南市,學甲鎮,頂洲國小,<1000m,"3月, 5月",166957,2576244,167786,2576038,"120°11'46.80""","23°17'04.94""",120.196332,23.284706,,
342,35,West,1,3,預選_建議必作,A35-05,臺南市,東山鄉,台南縣東山鄉，科尾,<1000m,"3月, 5月",193619,2576488,194448,2576282,"120°27'24.99""","23°17'16.90""",120.456941,23.288028,,ER35-08
191,20,East,1,2,預選_建議必作,A20-01,花蓮縣,玉里鎮,花蓮縣安通溫泉,<1000m,"3月, 5月",283722,2576751,284551,2576545,"121°20'15.97""","23°17'27.52""",121.337769,23.290979,,ER20-01
734,36,West,1,3,自設,A36-17,嘉義縣,大埔鄉,大埔湖濱公園,<1000m,"3月, 5月",206674,2577230,207503,2577024,"120°35'04.35""","23°17'42.44""",120.584542,23.295122,,
510,34,West,1,3,自設,A34-41,臺南市,新營市,新民國小,<1000m,"3月, 5月",177846,2578226,178675,2578020,"120°18'09.63""","23°18'11.20""",120.302675,23.303112,,
325,37,West,2,4,預選,B37-04,嘉義縣,阿里山鄉,卓武山,1000-2500m,"4月, 6月",217957,2578244,218786,2578038,"120°41'41.36""","23°18'16.30""",120.694822,23.304528,,
820,20,East,1,3,自設,A20-10,花蓮縣,卓溪鄉,南安農田,<1000m,"3月,5月",275595,2578317,276424,2578112,"121°15'30.07""","23°18'18.99""",121.25835,23.30528,,
329,34,West,1,3,預選_建議必作,A34-02,臺南市,鹽水鎮,台南縣鹽水,<1000m,"3月, 5月",172863,2579310,173692,2579104,"120°15'14.06""","23°18'45.63""",120.253906,23.312676,,ER34-03
848,34,West,1,3,自設,A34-68,臺南市,新營區,新營福園,<1000m,"3月, 5月",177315,2580324,178144,2580119,"120°17'50.58""","23°19'19.35""",120.29738,23.32204,,
403,19,East,1,2,預選,A19-11,臺東縣,長濱鄉,加走灣渡假旅館,<1000m,"3月, 5月",296957,2580244,297786,2580038,"121°28'02.14""","23°19'19.88""",121.467261,23.322189,,
838,36,West,1,3,自設,A36-19,嘉義縣,大埔鄉,馬頭山路口公車站,<1000m,"3月, 5月",209252,2580783,210081,2580578,"120°36'34.73""","23°19'38.19""",120.60965,23.32728,,
192,20,East,1,2,預選_建議必作,A20-03,花蓮縣,卓溪鄉,瓦拉米，山風,<1000m,"3月, 5月",272435,2581024,273264,2580818,"121°13'38.98""","23°19'47.15""",121.227494,23.329765,,YS01
703,35,West,1,3,自設,A35-22,臺南市,新營區,新營天鵝湖,<1000m,"3月, 5月",179253,2581205,180082,2581000,"120°18'58.66""","23°19'48.29""",120.316294,23.33008,,
345,35,West,1,3,預選,A35-13,臺南市,後壁鄉,南安溪寮,<1000m,"3月, 5月",181957,2581244,182786,2581038,"120°20'33.83""","23°19'49.94""",120.342731,23.330538,,
402,19,East,1,2,預選,A19-10,臺東縣,長濱鄉,上田組,<1000m,"3月, 5月",293957,2581244,294786,2581038,"121°26'16.65""","23°19'52.69""",121.437957,23.331304,,
317,36,West,1,3,預選_建議必作,A36-01,嘉義縣,大埔鄉,嘉義縣曾文水庫，沙崙橋,<1000m,"3月, 5月",209917,2582211,210746,2582005,"120°36'58.01""","23°20'24.64""",120.616113,23.340178,,ER36-03
193,20,East,1,2,預選_建議必作,A20-04,花蓮縣,卓溪鄉,瓦拉米，佳心,<1000m,"3月, 5月",271176,2582316,272005,2582110,"121°12'54.73""","23°20'29.22""",121.215202,23.341449,,YS02
194,20,East,1,2,預選_建議必作,A20-05,花蓮縣,卓溪鄉,瓦拉米,<1000m,"3月, 5月",268550,2582588,269379,2582382,"121°11'22.29""","23°20'38.18""",121.189524,23.343939,,YS03
188,19,East,1,2,預選_建議必作,A19-06,花蓮縣,玉里鎮,花蓮縣鐵份,<1000m,"3月, 5月",284645,2582870,285474,2582664,"121°20'48.97""","23°20'46.37""",121.346936,23.346215,,ER19-08
818,35,West,1,3,自設,A35-23,臺南市,白河區,白河國小,<1000m,"3月,5月",189106,2584065,189936,2583859,"120°24'45.10""","23°21'22.65""",120.41253,23.35629,,
344,35,West,1,3,預選,A35-12,臺南市,後壁鄉,新營客運仕安站,<1000m,"3月, 5月",180957,2584244,181786,2584038,"120°19'58.14""","23°21'27.31""",120.332818,23.357586,,
190,19,East,1,2,預選,A19-09,花蓮縣,玉里鎮,玉鄉親子樂園,<1000m,"3月, 5月",285957,2585244,286786,2585038,"121°21'35.37""","23°22'03.45""",121.359825,23.367624,,
209,20,East,2,4,預選,B20-01,花蓮縣,卓溪鄉,阿桑來戛山,1000-2500m,"4月, 6月",272957,2585244,273786,2585038,"121°13'57.59""","23°22'04.31""",121.232665,23.367865,,
395,38,West,3,4,預選,C38-01,高雄市,桃源鄉,楠溪林道，梅蘭鞍部停機坪,>2500m,"5月, 6月",238957,2586244,239786,2586038,"120°54'00.30""","23°22'37.33""",120.900084,23.377036,,
187,19,East,1,2,預選_建議必作,A19-05,花蓮縣,玉里鎮,花蓮縣大禹,<1000m,"3月, 5月",283404,2586682,284233,2586476,"121°20'05.59""","23°22'50.39""",121.334885,23.380665,,ER19-07
875,35,West,1,3,自設,A35-24,臺南市,後壁區,台南市後壁小南海,<1000m,"3月, 5月",187061,2587443,187890,2587238,"120°23'32.6""","23°23'12.2""",120.39239,23.38672,,
341,35,West,1,3,預選_建議必作,A35-04,臺南市,白河鎮,台南縣鹿寮水庫（鹿寮橋）,<1000m,"3月, 5月",195087,2587448,195916,2587242,"120°28'15.24""","23°23'13.36""",120.470899,23.387045,,ER35-05
401,19,East,1,2,預選,A19-08,臺東縣,長濱鄉,南溪,<1000m,"3月, 5月",295957,2588244,296786,2588038,"121°27'27.83""","23°23'40.05""",121.457731,23.394459,,
309,34,West,1,3,預選,A34-12,嘉義縣,朴子市,松華里,<1000m,"3月, 5月",172957,2589244,173786,2589038,"120°15'15.57""","23°24'08.57""",120.254324,23.40238,,
713,35,West,1,3,自設,A35-21,嘉義縣,鹿草鄉,後堀村,<1000m,"3月, 5月",180367,2590096,181196,2589890,"120°19'36.42""","23°24'37.44""",120.326783,23.4104,,
308,34,West,1,3,預選,A34-11,嘉義縣,朴子市,牛挑灣,<1000m,"3月, 5月",172957,2590244,173786,2590038,"120°15'15.39""","23°24'41.08""",120.254274,23.41141,,
208,19,East,2,4,預選,B19-02,花蓮縣,卓溪鄉,中平林道14K,1000-2500m,"4月, 6月",276957,2590244,277786,2590038,"121°16'18.78""","23°24'46.63""",121.271884,23.412953,,
316,35,West,1,3,預選,A35-11,嘉義縣,番路鄉,公興國小,<1000m,"3月, 5月",211957,2591244,212786,2591038,"120°38'09.03""","23°25'18.46""",120.635841,23.421795,,
315,35,West,1,3,預選,A35-10,嘉義縣,中埔鄉,灣潭國小,<1000m,"3月, 5月",203957,2592244,204786,2592038,"120°33'27.10""","23°25'50.24""",120.557528,23.430623,,
520,35,West,1,3,自設,A35-17,嘉義縣,番路鄉,嘉義大學社口林場,<1000m,"3月, 5月",207235,2592519,208064,2592313,"120°35'22.56""","23°25'59.50""",120.589599,23.433194,,
312,35,West,1,3,預選_建議必作,A35-03,嘉義縣,中埔鄉,和睦村,<1000m,"3月, 5月",194010,2593270,194839,2593064,"120°27'36.54""","23°26'22.49""",120.46015,23.439581,,ER35-04
189,19,East,1,2,預選,A19-07,花蓮縣,玉里鎮,新麻汝橋,<1000m,"3月, 5月",286957,2593244,287786,2593038,"121°22'11.31""","23°26'23.43""",121.369807,23.439842,,
314,35,West,1,3,預選,A35-09,嘉義縣,番路鄉,觸口,<1000m,"3月, 5月",208851,2593476,209680,2593270,"120°36'19.39""","23°26'30.75""",120.605387,23.441876,,
307,34,West,1,3,預選,A34-10,嘉義縣,東石鄉,東石漁港,<1000m,"3月, 5月",161957,2594244,162786,2594038,"120°08'47.11""","23°26'49.11""",120.146419,23.446976,,
313,35,West,1,3,預選,A35-08,嘉義縣,番路鄉,牛埔仔,<1000m,"3月, 5月",206221,2594252,207050,2594046,"120°34'46.65""","23°26'55.74""",120.579626,23.448816,,
254,37,West,2,4,預選_建議必作,B37-01,南投縣,信義鄉,楠溪林道,1000-2500m,"4月, 6月",239355,2595159,240184,2594953,"120°54'14.11""","23°27'27.15""",120.903919,23.457543,,YS08
306,34,West,1,3,預選,A34-09,嘉義縣,東石鄉,港墘國小,<1000m,"3月, 5月",168957,2596244,169786,2596038,"120°12'53.34""","23°27'55.42""",120.214818,23.465394,,
327,37,West,3,4,預選_建議必作,C37-03,嘉義縣,阿里山鄉,玉山沿線，玉山圓峰,>2500m,"5月, 6月",244411,2596051,245240,2595845,"120°57'12.26""","23°27'56.24""",120.953405,23.465621,,YS06
326,37,West,3,4,預選_建議必作,C37-02,嘉義縣,阿里山鄉,玉山沿線，玉山,>2500m,"5月, 6月",242665,2596308,243494,2596102,"120°56'10.73""","23°28'04.57""",120.936313,23.467936,,YS05
513,35,West,1,3,自設,A35-16,嘉義市,東區,蘭潭,<1000m,"3月, 5月",196080,2596470,196909,2596264,"120°28'49.06""","23°28'06.77""",120.480295,23.468546,,
260,37,West,3,4,預選_建議必作,C37-01,南投縣,信義鄉,玉山沿線，玉山前峰,>2500m,"5月, 6月",240670,2596696,241499,2596490,"120°55'00.42""","23°28'17.15""",120.916782,23.47143,,YS04
665,35,West,1,3,自設,A35-19,嘉義市,東區,蘭潭水庫東側山區,<1000m,"3月, 5月",197279,2597118,198108,2596912,"120°29'31.23""","23°28'27.97""",120.492009,23.474436,請調查者刪除第10樣點（蘭10），與A35-16第七個樣點重疊,
311,35,West,1,3,預選_建議必作,A35-02,嘉義縣,番路鄉,仁義潭水庫,<1000m,"3月, 5月",199857,2597233,200686,2597027,"120°31'02.07""","23°28'31.99""",120.517242,23.475554,,ER35-02
261,37,West,3,4,預選_建議必作,C37-04,南投縣,信義鄉,塔塔加鞍部,>2500m,"5月, 6月",238794,2597201,239623,2596995,"120°53'54.29""","23°28'33.52""",120.898413,23.475979,,YS07
255,37,West,2,4,預選_建議必作,B37-02,南投縣,信義鄉,中橫沿線，鹿林山,1000-2500m,"4月, 6月",236259,2597309,237088,2597103,"120°52'24.95""","23°28'36.97""",120.873596,23.476937,,YS11
692,35,West,2,4,自設,B35-01,嘉義縣,竹崎鄉,嘉義光華村,1000-2500m,"4月, 6月",217969,2597198,217969,2597198,"120°41'11.15""","23°28'39.11""",120.68643,23.47753,update20180310:originalxy_120.669172_23.471769;,
186,19,East,1,2,預選_建議必作,A19-04,花蓮縣,瑞穗鄉,花蓮縣舞鶴,<1000m,"3月, 5月",284461,2597752,285290,2597546,"121°20'43.75""","23°28'50.18""",121.345485,23.480605,,ER19-06
656,35,West,1,3,自設,A35-18,嘉義市,東區,嘉義植物園,<1000m,"3月, 5月",194782,2597813,195611,2597607,"120°28'03.15""","23°28'50.27""",120.467541,23.48063,,
